Rk,Team,Date,Spread,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,after_bye
35,ATL,1/2/22,14.5,44,26,Sun,16,17,@,BUF,L 15-29,14.5,covered,44,push,0
36,NYG,1/2/22,6.5,36.5,25,Sun,16,17,@,CHI,L 3-29,6.5,did not cover,36.5,under,0
37,LAC,1/2/22,-7.5,45,63,Sun,16,17,,DEN,W 34-13,-7.5,covered,45,over,0
38,BUF,1/2/22,-14.5,44,26,Sun,16,17,,ATL,W 29-15,-14.5,did not cover,44,push,0
39,TAM,1/2/22,-13.5,45.5,57,Sun,16,17,@,NYJ,W 28-24,-13.5,did not cover,45.5,over,0
40,CAR,1/2/22,6.5,37.5,58,Sun,16,17,@,NOR,L 10-18,6.5,did not cover,37.5,under,0
41,NOR,1/2/22,-6.5,37.5,58,Sun,16,17,,CAR,W 18-10,-6.5,covered,37.5,under,0
42,LAR,1/2/22,-6,46.5,59,Sun,16,17,@,BAL,W 20-19,-6,did not cover,46.5,under,0
43,CHI,1/2/22,-6.5,36.5,25,Sun,16,17,,NYG,W 29-3,-6.5,covered,36.5,under,0
44,HOU,1/2/22,12.5,43.5,50,Sun,16,17,@,SFO,L 7-23,12.5,did not cover,43.5,under,0
45,MIN,1/2/22,13,42.5,11,Sun,16,17,@,GNB,L 10-37,13,did not cover,42.5,over,0
46,TEN,1/2/22,-3,40,43,Sun,16,17,,MIA,W 34-3,-3,covered,40,under,0
47,CIN,1/2/22,4,51.5,33,Sun,16,17,,KAN,W 34-31,4,covered,51.5,over,0
48,JAX,1/2/22,16.5,41.5,46,Sun,16,17,@,NWE,L 10-50,16.5,did not cover,41.5,over,0
49,PHI,1/2/22,-4.5,44.5,62,Sun,16,17,@,WAS,W 20-16,-4.5,did not cover,44.5,under,0
50,IND,1/2/22,-8,45,27,Sun,16,17,,LVR,L 20-23,-8,did not cover,45,under,0
51,ARI,1/2/22,6.5,52.5,38,Sun,16,17,@,DAL,W 25-22,6.5,covered,52.5,under,0
52,SEA,1/2/22,-7,41.5,37,Sun,16,17,,DET,W 51-29,-7,covered,41.5,over,0
53,DAL,1/2/22,-6.5,52.5,38,Sun,16,17,,ARI,L 22-25,-6.5,did not cover,52.5,under,0
54,MIA,1/2/22,3,40,43,Sun,16,17,@,TEN,L 3-34,3,did not cover,40,under,0
55,DEN,1/2/22,7.5,45,63,Sun,16,17,@,LAC,L 13-34,7.5,did not cover,45,over,0
56,BAL,1/2/22,6,46.5,59,Sun,16,17,,LAR,L 19-20,6,covered,46.5,under,0
57,WAS,1/2/22,4.5,44.5,62,Sun,16,17,,PHI,L 16-20,4.5,covered,44.5,under,0
58,NWE,1/2/22,-16.5,41.5,46,Sun,16,17,,JAX,W 50-10,-16.5,covered,41.5,over,0
59,DET,1/2/22,7,41.5,37,Sun,16,17,@,SEA,L 29-51,7,did not cover,41.5,over,0
60,KAN,1/2/22,-4,51.5,33,Sun,16,17,@,CIN,L 31-34,-4,did not cover,51.5,over,0
61,NYJ,1/2/22,13.5,45.5,57,Sun,16,17,,TAM,L 24-28,13.5,covered,45.5,over,0
62,LVR,1/2/22,8,45,27,Sun,16,17,@,IND,W 23-20,8,covered,45,under,0
63,GNB,1/2/22,-13,42.5,11,Sun,16,17,,MIN,W 37-10,-13,covered,42.5,over,0
64,SFO,1/2/22,-12.5,43.5,50,Sun,16,17,,HOU,W 23-7,-12.5,covered,43.5,under,0
65,MIA,12/27/21,-2.5,37.5,72,Mon,15,16,@,NOR,W 20-3,-2.5,covered,37.5,under,0
66,NOR,12/27/21,2.5,37.5,72,Mon,15,16,,MIA,L 3-20,2.5,did not cover,37.5,under,0
67,HOU,12/26/21,11,45.5,78,Sun,15,16,,LAC,W 41-29,11,covered,45.5,over,0
68,JAX,12/26/21,1.5,41,47,Sun,15,16,@,NYJ,L 21-26,1.5,did not cover,41,over,0
69,PHI,12/26/21,-10,40.5,53,Sun,15,16,,NYG,W 34-10,-10,covered,40.5,over,0
70,SEA,12/26/21,-6.5,41.5,25,Sun,15,16,,CHI,L 24-25,-6.5,did not cover,41.5,over,0
71,ATL,12/26/21,-6.5,42,69,Sun,15,16,,DET,W 20-16,-6.5,did not cover,42,under,0
72,BUF,12/26/21,1.5,43.5,38,Sun,15,16,@,NWE,W 33-21,1.5,covered,43.5,over,0
73,NWE,12/26/21,-1.5,43.5,38,Sun,15,16,,BUF,L 21-33,-1.5,did not cover,43.5,over,0
74,CAR,12/26/21,9.5,43,73,Sun,15,16,,TAM,L 6-32,9.5,did not cover,43,under,0
75,BAL,12/26/21,7,41.5,52,Sun,15,16,@,CIN,L 21-41,7,did not cover,41.5,over,0
76,CHI,12/26/21,6.5,41.5,25,Sun,15,16,@,SEA,W 25-24,6.5,covered,41.5,over,0
77,CIN,12/26/21,-7,41.5,52,Sun,15,16,,BAL,W 41-21,-7,covered,41.5,over,0
78,KAN,12/26/21,-12.5,46.5,60,Sun,15,16,,PIT,W 36-10,-12.5,covered,46.5,under,0
79,LVR,12/26/21,0,41,53,Sun,15,16,,DEN,W 17-13,0,covered,41,under,0
80,TAM,12/26/21,-9.5,43,73,Sun,15,16,@,CAR,W 32-6,-9.5,covered,43,under,0
81,NYG,12/26/21,10,40.5,53,Sun,15,16,@,PHI,L 10-34,10,did not cover,40.5,over,0
82,LAR,12/26/21,-3.5,49,20,Sun,15,16,@,MIN,W 30-23,-3.5,covered,49,over,0
83,WAS,12/26/21,10,46.5,74,Sun,15,16,@,DAL,L 14-56,10,did not cover,46.5,over,0
84,MIN,12/26/21,3.5,49,20,Sun,15,16,,LAR,L 23-30,3.5,did not cover,49,over,0
85,PIT,12/26/21,12.5,46.5,60,Sun,15,16,@,KAN,L 10-36,12.5,did not cover,46.5,under,0
86,DAL,12/26/21,-10,46.5,74,Sun,15,16,,WAS,W 56-14,-10,covered,46.5,over,0
87,DEN,12/26/21,0,41,53,Sun,15,16,@,LVR,L 13-17,0,did not cover,41,under,0
88,DET,12/26/21,6.5,42,69,Sun,15,16,@,ATL,L 16-20,6.5,covered,42,under,0
89,LAC,12/26/21,-11,45.5,78,Sun,15,16,@,HOU,L 29-41,-11,did not cover,45.5,over,0
90,NYJ,12/26/21,-1.5,41,47,Sun,15,16,,JAX,W 26-21,-1.5,covered,41,over,0
91,CLE,12/25/21,7.5,46.5,35,Sat,15,16,@,GNB,L 22-24,7.5,covered,46.5,under,0
92,IND,12/25/21,2,49,61,Sat,15,16,@,ARI,W 22-16,2,covered,49,under,0
93,ARI,12/25/21,-2,49,61,Sat,15,16,,IND,L 16-22,-2,did not cover,49,under,0
94,GNB,12/25/21,-7.5,46.5,35,Sat,15,16,,CLE,W 24-22,-7.5,did not cover,46.5,under,0
95,TEN,12/23/21,3.5,44,48,Thu,15,16,,SFO,W 20-17,3.5,covered,44,under,0
96,SFO,12/23/21,-3.5,44,48,Thu,15,16,@,TEN,L 17-20,-3.5,did not cover,44,under,0
97,LAR,12/21/21,-7,46,60,Tue,14,15,,SEA,W 20-10,-7,covered,46,under,0
98,WAS,12/21/21,6.5,42,42,Tue,14,15,@,PHI,L 17-27,6.5,did not cover,42,over,0
99,SEA,12/21/21,7,46,60,Tue,14,15,@,LAR,L 10-20,7,did not cover,46,under,0
100,LVR,12/20/21,3,41,40,Mon,14,15,@,CLE,W 16-14,3,covered,41,under,0
101,CHI,12/20/21,6.5,44.5,37,Mon,14,15,,MIN,L 9-17,6.5,did not cover,44.5,under,0
102,CLE,12/20/21,-3,41,40,Mon,14,15,,LVR,L 14-16,-3,did not cover,41,under,0
103,MIN,12/20/21,-6.5,44.5,37,Mon,14,15,@,CHI,W 17-9,-6.5,covered,44.5,under,0
104,NYG,12/19/21,11.5,43.5,37,Sun,14,15,,DAL,L 6-21,11.5,did not cover,43.5,under,0
105,BAL,12/19/21,9.5,45,43,Sun,14,15,,GNB,L 30-31,9.5,covered,45,over,0
106,ATL,12/19/21,8.5,48,46,Sun,14,15,@,SFO,L 13-31,8.5,did not cover,48,under,0
107,HOU,12/19/21,6,40,80,Sun,14,15,@,JAX,W 30-16,6,covered,40,over,0
108,BUF,12/19/21,-14.5,43,30,Sun,14,15,,CAR,W 31-14,-14.5,covered,43,over,0
109,TAM,12/19/21,-11.5,45.5,75,Sun,14,15,,NOR,L 0-9,-11.5,did not cover,45.5,under,0
110,CAR,12/19/21,14.5,43,30,Sun,14,15,@,BUF,L 14-31,14.5,did not cover,43,over,0
111,SFO,12/19/21,-8.5,48,46,Sun,14,15,,ATL,W 31-13,-8.5,covered,48,under,0
112,CIN,12/19/21,3,44,61,Sun,14,15,@,DEN,W 15-10,3,covered,44,under,0
113,PIT,12/19/21,-1,44,32,Sun,14,15,,TEN,W 19-13,-1,covered,44,under,0
114,NYJ,12/19/21,10,42,82,Sun,14,15,@,MIA,L 24-31,10,covered,42,over,0
115,TEN,12/19/21,1,44,32,Sun,14,15,@,PIT,L 13-19,1,did not cover,44,under,0
116,ARI,12/19/21,-13,48,28,Sun,14,15,@,DET,L 12-30,-13,did not cover,48,under,0
117,DAL,12/19/21,-11.5,43.5,37,Sun,14,15,@,NYG,W 21-6,-11.5,covered,43.5,under,0
118,JAX,12/19/21,-6,40,80,Sun,14,15,,HOU,L 16-30,-6,did not cover,40,over,0
119,DEN,12/19/21,-3,44,61,Sun,14,15,,CIN,L 10-15,-3,did not cover,44,under,0
120,DET,12/19/21,13,48,28,Sun,14,15,,ARI,W 30-12,13,covered,48,under,0
121,NOR,12/19/21,11.5,45.5,75,Sun,14,15,@,TAM,W 9-0,11.5,covered,45.5,under,0
122,GNB,12/19/21,-9.5,45,43,Sun,14,15,@,BAL,W 31-30,-9.5,did not cover,45,over,0
123,KAN,12/16/21,-3,52.5,54,Thu,14,15,@,LAC,W 34-28 (OT),-3,covered,52.5,over,0
124,LAC,12/16/21,3,52.5,54,Thu,14,15,,KAN,L 28-34 (OT),3,did not cover,52.5,over,0
125,LAR,12/13/21,2.5,51.5,68,Mon,13,14,@,ARI,W 30-23,2.5,covered,51.5,over,0
126,ARI,12/13/21,-2.5,51.5,68,Mon,13,14,,LAR,L 23-30,-2.5,did not cover,51.5,over,0
127,NOR,12/12/21,-5.5,43,46,Sun,13,14,@,NYJ,W 30-9,-5.5,covered,43,under,0
128,ATL,12/12/21,2.5,41,48,Sun,13,14,@,CAR,W 29-21,2.5,covered,41,over,0
129,JAX,12/12/21,8.5,43.5,45,Sun,13,14,@,TEN,L 0-20,8.5,did not cover,43.5,under,0
130,KAN,12/12/21,-10,48,47,Sun,13,14,,LVR,W 48-9,-10,covered,48,over,0
131,LVR,12/12/21,10,48,47,Sun,13,14,@,KAN,L 9-48,10,did not cover,48,over,0
132,BUF,12/12/21,3.5,54.5,82,Sun,13,14,@,TAM,L 27-33 (OT),3.5,did not cover,54.5,over,0
133,TAM,12/12/21,-3.5,54.5,82,Sun,13,14,,BUF,W 33-27 (OT),-3.5,covered,54.5,over,0
134,WAS,12/12/21,4.5,48,48,Sun,13,14,,DAL,L 20-27,4.5,did not cover,48,under,0
135,NYG,12/12/21,9,43,63,Sun,13,14,@,LAC,L 21-37,9,did not cover,43,over,0
136,CHI,12/12/21,11.5,43,36,Sun,13,14,@,GNB,L 30-45,11.5,did not cover,43,over,0
137,CIN,12/12/21,1.5,49,48,Sun,13,14,,SFO,L 23-26 (OT),1.5,did not cover,49,push,0
138,LAC,12/12/21,-9,43,63,Sun,13,14,,NYG,W 37-21,-9,covered,43,over,0
139,HOU,12/12/21,9,40.5,54,Sun,13,14,,SEA,L 13-33,9,did not cover,40.5,over,0
140,NYJ,12/12/21,5.5,43,46,Sun,13,14,,NOR,L 9-30,5.5,did not cover,43,under,0
141,SEA,12/12/21,-9,40.5,54,Sun,13,14,@,HOU,W 33-13,-9,covered,40.5,over,0
142,SFO,12/12/21,-1.5,49,48,Sun,13,14,@,CIN,W 26-23 (OT),-1.5,covered,49,push,0
143,BAL,12/12/21,3,42.5,46,Sun,13,14,@,CLE,L 22-24,3,covered,42.5,over,0
144,DAL,12/12/21,-4.5,48,48,Sun,13,14,@,WAS,W 27-20,-4.5,covered,48,under,0
145,DEN,12/12/21,-11,42,63,Sun,13,14,,DET,W 38-10,-11,covered,42,over,0
146,DET,12/12/21,11,42,63,Sun,13,14,@,DEN,L 10-38,11,did not cover,42,over,0
147,MIN,12/9/21,-3,44,36,Thu,13,14,,PIT,W 36-28,-3,covered,44,over,0
148,PIT,12/9/21,3,44,36,Thu,13,14,@,MIN,L 28-36,3,did not cover,44,over,0
149,BUF,12/6/21,-4,44,36,Mon,12,13,,NWE,L 10-14,-4,did not cover,44,under,0
150,NWE,12/6/21,4,44,36,Mon,13,13,@,BUF,W 14-10,4,covered,44,under,0
151,ATL,12/5/21,10.5,50.5,59,Sun,12,13,,TAM,L 17-30,10.5,did not cover,50.5,under,0
152,JAX,12/5/21,13,48,59,Sun,12,13,@,LAR,L 7-37,13,did not cover,48,under,0
153,LVR,12/5/21,-1.5,48,70,Sun,12,13,,WAS,L 15-17,-1.5,did not cover,48,under,0
154,CHI,12/5/21,7.5,42,34,Sun,12,13,,ARI,L 22-33,7.5,did not cover,42,over,0
155,BAL,12/5/21,-4.5,44,50,Sun,12,13,@,PIT,L 19-20,-4.5,did not cover,44,under,0
156,CIN,12/5/21,-3,49.5,48,Sun,12,13,,LAC,L 22-41,-3,did not cover,49.5,over,0
157,MIN,12/5/21,-7,46.5,38,Sun,12,13,@,DET,L 27-29,-7,did not cover,46.5,over,0
158,NYG,12/5/21,6.5,39.5,80,Sun,12,13,@,MIA,L 9-20,6.5,did not cover,39.5,under,0
159,PIT,12/5/21,4.5,44,50,Sun,12,13,,BAL,W 20-19,4.5,covered,44,under,0
160,SEA,12/5/21,3.5,45.5,41,Sun,12,13,,SFO,W 30-23,3.5,covered,45.5,over,0
161,IND,12/5/21,-10,44.5,79,Sun,13,13,@,HOU,W 31-0,-10,covered,44.5,under,0
162,LAC,12/5/21,3,49.5,48,Sun,12,13,@,CIN,W 41-22,3,covered,49.5,over,0
163,MIA,12/5/21,-6.5,39.5,80,Sun,13,13,,NYG,W 20-9,-6.5,covered,39.5,under,0
164,SFO,12/5/21,-3.5,45.5,41,Sun,12,13,@,SEA,L 23-30,-3.5,did not cover,45.5,over,0
165,DEN,12/5/21,9.5,47,58,Sun,12,13,@,KAN,L 9-22,9.5,did not cover,47,under,0
166,TAM,12/5/21,-10.5,50.5,59,Sun,12,13,@,ATL,W 30-17,-10.5,covered,50.5,under,0
167,DET,12/5/21,7,46.5,38,Sun,12,13,,MIN,W 29-27,7,covered,46.5,over,0
168,HOU,12/5/21,10,44.5,79,Sun,12,13,,IND,L 0-31,10,did not cover,44.5,under,0
169,NYJ,12/5/21,5,43.5,45,Sun,12,13,,PHI,L 18-33,5,did not cover,43.5,over,0
170,WAS,12/5/21,1.5,48,70,Sun,12,13,@,LVR,W 17-15,1.5,covered,48,under,0
171,PHI,12/5/21,-5,43.5,45,Sun,13,13,@,NYJ,W 33-18,-5,covered,43.5,over,0
172,LAR,12/5/21,-13,48,59,Sun,12,13,,JAX,W 37-7,-13,covered,48,under,0
173,NOR,12/2/21,5,47.5,59,Thu,12,13,,DAL,L 17-27,5,did not cover,47.5,under,0
174,DAL,12/2/21,-5,47.5,59,Thu,12,13,@,NOR,W 27-17,-5,covered,47.5,under,0
175,WAS,11/29/21,0,47,41,Mon,11,12,,SEA,W 17-15,0,covered,47,under,0
176,SEA,11/29/21,0,47,41,Mon,11,12,@,WAS,L 15-17,0,did not cover,47,under,0
177,MIA,11/28/21,2.5,42,74,Sun,12,12,,CAR,W 33-10,2.5,covered,42,over,0
178,ATL,11/28/21,-2,45.5,61,Sun,11,12,@,JAX,W 21-14,-2,covered,45.5,under,0
179,LAC,11/28/21,-3,47,62,Sun,11,12,@,DEN,L 13-28,-3,did not cover,47,under,0
180,CAR,11/28/21,-2.5,42,74,Sun,12,12,@,MIA,L 10-33,-2.5,did not cover,42,over,0
181,JAX,11/28/21,2,45.5,61,Sun,11,12,,ATL,L 14-21,2,did not cover,45.5,under,0
182,NWE,11/28/21,-7,43.5,33,Sun,12,12,,TEN,W 36-13,-7,covered,43.5,over,0
183,PIT,11/28/21,3.5,44,43,Sun,11,12,@,CIN,L 10-41,3.5,did not cover,44,over,0
184,BAL,11/28/21,-3.5,47,43,Sun,11,12,,CLE,W 16-10,-3.5,covered,47,under,0
185,CIN,11/28/21,-3.5,44,43,Sun,11,12,,PIT,W 41-10,-3.5,covered,44,over,0
186,PHI,11/28/21,-3.5,45.5,39,Sun,12,12,@,NYG,L 7-13,-3.5,did not cover,45.5,under,0
187,CLE,11/28/21,3.5,47,43,Sun,12,12,@,BAL,L 10-16,3.5,did not cover,47,under,0
188,IND,11/28/21,3,53.5,41,Sun,12,12,,TAM,L 31-38,3,did not cover,53.5,over,0
189,TEN,11/28/21,7,43.5,33,Sun,12,12,@,NWE,L 13-36,7,did not cover,43.5,over,0
190,HOU,11/28/21,-2.5,44.5,57,Sun,11,12,,NYJ,L 14-21,-2.5,did not cover,44.5,under,0
191,NYJ,11/28/21,2.5,44.5,57,Sun,11,12,@,HOU,W 21-14,2.5,covered,44.5,under,0
192,SFO,11/28/21,-3.5,49,68,Sun,11,12,,MIN,W 34-26,-3.5,covered,49,over,0
193,GNB,11/28/21,2,46.5,37,Sun,12,12,,LAR,W 36-28,2,covered,46.5,over,0
194,TAM,11/28/21,-3,53.5,41,Sun,11,12,@,IND,W 38-31,-3,covered,53.5,over,0
195,MIN,11/28/21,3.5,49,68,Sun,11,12,@,SFO,L 26-34,3.5,did not cover,49,over,0
196,NYG,11/28/21,3.5,45.5,39,Sun,11,12,,PHI,W 13-7,3.5,covered,45.5,under,0
197,NOR,11/25/21,6.5,45,69,Thu,11,12,,BUF,L 6-31,6.5,did not cover,45,under,0
198,BUF,11/25/21,-6.5,45,69,Thu,11,12,@,NOR,W 31-6,-6.5,covered,45,under,0
199,CHI,11/25/21,-3,41,44,Thu,11,12,@,DET,W 16-14,-3,did not cover,41,under,0
200,LVR,11/25/21,7.5,51.5,58,Thu,11,12,@,DAL,W 36-33 (OT),7.5,covered,51.5,over,0
201,DAL,11/25/21,-7.5,51.5,58,Thu,11,12,,LVR,L 33-36 (OT),-7.5,did not cover,51.5,over,0
202,LVR,11/25/21,7.5,51.5,58,Thu,11,12,@,DAL,W 36-33 (OT),7.5,covered,51.5,over,0
203,TAM,11/22/21,-11,50,68,Mon,10,11,,NYG,W 30-10,-11,covered,50,under,0
204,MIN,11/21/21,1,47,34,Sun,10,11,,GNB,W 34-31,1,covered,47,over,0
205,ARI,11/21/21,2.5,47,46,Sun,11,11,@,SEA,W 23-13,2.5,covered,47,under,0
206,PIT,11/21/21,5.5,47.5,75,Sun,10,11,@,LAC,L 37-41,5.5,covered,47.5,over,0
207,KAN,11/21/21,-2.5,56.5,57,Sun,11,11,,DAL,W 19-9,-2.5,covered,56.5,under,0
208,CLE,11/21/21,-12.5,42.5,42,Sun,11,11,,DET,W 13-10,-12.5,did not cover,42.5,under,0
209,TEN,11/21/21,-10,44.5,59,Sun,11,11,,HOU,L 13-22,-10,did not cover,44.5,under,0
210,SEA,11/21/21,-2.5,47,46,Sun,10,11,,ARI,L 13-23,-2.5,did not cover,47,under,0
211,DET,11/21/21,12.5,42.5,42,Sun,10,11,@,CLE,L 10-13,12.5,covered,42.5,under,0
212,BAL,11/21/21,-5,43.5,46,Sun,10,11,@,CHI,W 16-13,-5,did not cover,43.5,under,0
213,BUF,11/21/21,-7,49.5,49,Sun,10,11,,IND,L 15-41,-7,did not cover,49.5,over,0
214,NOR,11/21/21,2.5,42.5,51,Sun,10,11,@,PHI,L 29-40,2.5,did not cover,42.5,over,0
215,DAL,11/21/21,2.5,56.5,57,Sun,10,11,@,KAN,L 9-19,2.5,did not cover,56.5,under,0
216,LVR,11/21/21,1,50.5,65,Sun,10,11,,CIN,L 13-32,1,did not cover,50.5,under,0
217,MIA,11/21/21,-3.5,44.5,52,Sun,11,11,@,NYJ,W 24-17,-3.5,covered,44.5,under,0
218,WAS,11/21/21,3.5,43,54,Sun,10,11,@,CAR,W 27-21,3.5,covered,43,over,0
219,IND,11/21/21,7,49.5,49,Sun,11,11,@,BUF,W 41-15,7,covered,49.5,over,0
220,PHI,11/21/21,-2.5,42.5,51,Sun,11,11,,NOR,W 40-29,-2.5,covered,42.5,over,0
221,JAX,11/21/21,6.5,45,68,Sun,10,11,,SFO,L 10-30,6.5,did not cover,45,under,0
222,SFO,11/21/21,-6.5,45,68,Sun,10,11,@,JAX,W 30-10,-6.5,covered,45,under,0
223,NYJ,11/21/21,3.5,44.5,52,Sun,10,11,,MIA,L 17-24,3.5,did not cover,44.5,under,0
224,GNB,11/21/21,-1,47,34,Sun,11,11,@,MIN,L 31-34,-1,did not cover,47,over,0
225,LAC,11/21/21,-5.5,47.5,75,Sun,10,11,,PIT,W 41-37,-5.5,did not cover,47.5,over,0
226,CAR,11/21/21,-3.5,43,54,Sun,11,11,,WAS,L 21-27,-3.5,did not cover,43,over,0
227,ATL,11/18/21,7,47,53,Thu,10,11,,NWE,L 0-25,7,did not cover,47,under,0
228,NWE,11/18/21,-7,47,53,Thu,11,11,@,ATL,W 25-0,-7,covered,47,under,0
229,SFO,11/15/21,4,49.5,59,Mon,9,10,,LAR,W 31-10,4,covered,49.5,under,0
230,LAR,11/15/21,-4,49.5,59,Mon,10,10,@,SFO,L 10-31,-4,did not cover,49.5,under,0
231,ATL,11/14/21,8,55,63,Sun,9,10,@,DAL,L 3-43,8,did not cover,55,under,0
232,MIN,11/14/21,3,53.5,88,Sun,9,10,@,LAC,W 27-20,3,covered,53.5,under,0
233,ARI,11/14/21,-10.5,43,81,Sun,10,10,,CAR,L 10-34,-10.5,did not cover,43,over,0
234,PIT,11/14/21,-6,41,37,Sun,9,10,,DET,T 16-16 (OT),-6,did not cover,41,under,0
235,KAN,11/14/21,-2.5,52,73,Sun,10,10,@,LVR,W 41-14,-2.5,covered,52,over,0
236,CLE,11/14/21,2.5,45,48,Sun,10,10,@,NWE,L 7-45,2.5,did not cover,45,over,0
237,TEN,11/14/21,-3,44,53,Sun,10,10,,NOR,W 23-21,-3,did not cover,44,push,0
238,BUF,11/14/21,-13,47.5,47,Sun,9,10,@,NYJ,W 45-17,-13,covered,47.5,over,0
239,NOR,11/14/21,3,44,53,Sun,9,10,@,TEN,L 21-23,3,covered,44,push,0
240,DAL,11/14/21,-8,55,63,Sun,9,10,,ATL,W 43-3,-8,covered,55,under,0
241,LVR,11/14/21,2.5,52,73,Sun,9,10,,KAN,L 14-41,2.5,did not cover,52,over,0
242,IND,11/14/21,-10,47.5,36,Sun,10,10,,JAX,W 23-17,-10,did not cover,47.5,under,0
243,PHI,11/14/21,2,46,57,Sun,10,10,@,DEN,W 30-13,2,covered,46,under,0
244,JAX,11/14/21,10,47.5,36,Sun,9,10,@,IND,L 17-23,10,covered,47.5,under,0
245,NYJ,11/14/21,13,47.5,47,Sun,9,10,,BUF,L 17-45,13,did not cover,47.5,over,0
246,GNB,11/14/21,-3.5,49.5,35,Sun,10,10,,SEA,W 17-0,-3.5,covered,49.5,under,0
247,LAC,11/14/21,-3,53.5,88,Sun,9,10,,MIN,L 20-27,-3,did not cover,53.5,under,0
248,CAR,11/14/21,10.5,43,81,Sun,10,10,@,ARI,W 34-10,10.5,covered,43,over,0
249,NWE,11/14/21,-2.5,45,48,Sun,10,10,,CLE,W 45-7,-2.5,covered,45,over,0
250,DEN,11/14/21,-2,46,57,Sun,10,10,,PHI,L 13-30,-2,did not cover,46,under,0
251,BAL,11/11/21,-7.5,46.5,77,Thu,9,10,@,MIA,L 10-22,-7.5,did not cover,46.5,under,0
252,MIA,11/11/21,7.5,46.5,77,Thu,10,10,,BAL,W 22-10,7.5,covered,46.5,under,0
253,PIT,11/8/21,-6.5,38.5,55,Mon,8,9,,CHI,W 29-27,-6.5,did not cover,38.5,over,0
254,CHI,11/8/21,6.5,38.5,55,Mon,9,9,@,PIT,L 27-29,6.5,covered,38.5,over,0
255,ATL,11/7/21,6,41.5,62,Sun,8,9,@,NOR,W 27-25,6,covered,41.5,over,0
256,MIN,11/7/21,6,50.5,56,Sun,8,9,@,BAL,L 31-34 (OT),6,covered,50.5,over,0
257,ARI,11/7/21,3.5,45,57,Sun,9,9,@,SFO,W 31-17,3.5,covered,45,over,0
258,KAN,11/7/21,-7.5,48,51,Sun,9,9,,GNB,W 13-7,-7.5,did not cover,48,under,0
259,CLE,11/7/21,2.5,47.5,56,Sun,9,9,@,CIN,W 41-16,2.5,covered,47.5,over,0
260,TEN,11/7/21,7.5,52.5,58,Sun,9,9,@,LAR,W 28-16,7.5,covered,52.5,under,0
261,HOU,11/7/21,5.5,46.5,72,Sun,9,9,@,MIA,L 9-17,5.5,did not cover,46.5,under,0
262,NYG,11/7/21,3,46.5,54,Sun,9,9,,LVR,W 23-16,3,covered,46.5,under,0
263,BUF,11/7/21,-14.5,48.5,59,Sun,8,9,@,JAX,L 6-9,-14.5,did not cover,48.5,under,0
264,NOR,11/7/21,-6,41.5,62,Sun,8,9,,ATL,L 25-27,-6,did not cover,41.5,over,0
265,DAL,11/7/21,-10,48.5,64,Sun,8,9,,DEN,L 16-30,-10,did not cover,48.5,under,0
266,MIA,11/7/21,-5.5,46.5,72,Sun,9,9,,HOU,W 17-9,-5.5,covered,46.5,under,0
267,PHI,11/7/21,1.5,49,54,Sun,9,9,,LAC,L 24-27,1.5,did not cover,49,over,0
268,JAX,11/7/21,14.5,48.5,59,Sun,8,9,,BUF,W 9-6,14.5,covered,48.5,under,0
269,SFO,11/7/21,-3.5,45,57,Sun,8,9,,ARI,L 17-31,-3.5,did not cover,45,over,0
270,CIN,11/7/21,-2.5,47.5,56,Sun,9,9,,CLE,L 16-41,-2.5,did not cover,47.5,over,0
271,GNB,11/7/21,7.5,48,51,Sun,9,9,@,KAN,L 7-13,7.5,covered,48,under,0
272,LAC,11/7/21,-1.5,49,54,Sun,8,9,@,PHI,W 27-24,-1.5,covered,49,over,0
273,CAR,11/7/21,3.5,41,61,Sun,9,9,,NWE,L 6-24,3.5,did not cover,41,under,0
274,NWE,11/7/21,-3.5,41,61,Sun,9,9,@,CAR,W 24-6,-3.5,covered,41,under,0
275,DEN,11/7/21,10,48.5,64,Sun,9,9,@,DAL,W 30-16,10,covered,48.5,under,0
276,LAR,11/7/21,-7.5,52.5,58,Sun,9,9,,TEN,L 16-28,-7.5,did not cover,52.5,under,0
277,IND,11/4/21,-10.5,46,33,Thu,9,9,,NYJ,W 45-30,-10.5,covered,46,over,0
278,NYJ,11/4/21,10.5,46,33,Thu,8,9,@,IND,L 30-45,10.5,did not cover,46,over,0
279,KAN,11/1/21,-10,52,39,Mon,8,8,,NYG,W 20-17,-10,did not cover,52,under,0
280,NYG,11/1/21,10,52,39,Mon,8,8,@,KAN,L 17-20,10,covered,52,under,0
281,ATL,10/31/21,-3,47,58,Sun,7,8,,CAR,L 13-19,-3,did not cover,47,under,0
282,TAM,10/31/21,-4.5,49,72,Sun,8,8,@,NOR,L 27-36,-4.5,did not cover,49,over,0
283,CLE,10/31/21,-4.5,43,57,Sun,8,8,,PIT,L 10-15,-4.5,did not cover,43,under,0
284,TEN,10/31/21,3,51,55,Sun,8,8,@,IND,W 34-31 (OT),3,covered,51,over,0
285,HOU,10/31/21,16,46.5,75,Sun,8,8,,LAR,L 22-38,16,push,46.5,over,0
286,SEA,10/31/21,-3.5,44.5,54,Sun,8,8,,JAX,W 31-7,-3.5,covered,44.5,under,0
287,CHI,10/31/21,4,39.5,53,Sun,8,8,,SFO,L 22-33,4,did not cover,39.5,over,0
